Record Type|Document Number|Local Report Number|Crash Severity|Private Property Indicator|Hit/Skip|Photos Taken|Reporting Agency NCIC|Number of Units|Unit in Error|Crash Date|Time of Crash|Day of Week|In City, Village, Township|FIPS Place Code|Enter Name of City, Village, Township|County|Latitude|Longitude|Crash/Loc Prefix|Location Road Name|Location Road Type|Distance from Reference|Direction from Reference|Ref Road Prefix|Reference Road Name|Reference Route Type|Reference Point Used|Crash Location|Location of First Harmful Event|Road Contour|Road Conditions - Primary|Road Conditions - Secondary|Manner of Crash Collision/Impact|Weather|Light Conditions - Primary|Light Conditions - Secondary|School Bus Related|Work Zone Related|Type of Work Zone|Location of Crash in Work Zone|Workers Present|Road Surface|Number of Lanes|Alcohol Related|Drug Related|Total Injured|Total Killed|Animal Related|Bicycle Related|Motorcycle Related|Speed Related|Pedestrian Related|Semi-Truck Related|Small Truck Related|Youth Related|Teen Related|Drinking Driver <21 Related|Senior Related|Local Information|Divided/Undivided roadway|Divided Lane Direction of Travel|Location Route Number|Location Route Type|Distance from Reference Measurement|Reference Route Number|Intersection Related|School Zone Related|Law Enforcement Present in Work Zone|Reference Road Type
C|20144007423|14-262|3|0|0|0|03104|2|1|2102014|2116|2|1|7300|Blue Ash|31|39.226056|84.39656||HUNT|RD|0.0|||004100||3|3|1|2|1|9.0|6|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0||2||||0||1|0|1|
C|20146061973|47-0838-47|3|0|0|0|OHP47|2|2|6102014|1050|3|3|34972|Henrietta (Township of)|47|41.287044|82.29862||||45.0|W|||SR|1|1|1|1|1||2|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||2||181|CR|2|511|1|0|1|
C|20147018875|A14-000075|2|0|0|0|01703|2|2|3262014|945|4|1|29162|Galion|17|40.734073|82.80162|W|HARDING|WA|0.0|||000746||3|1|1|1|1|9.0|6|2|1||1|0|0|0|0.0|2|3|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0||2||19|SR|0||0|0|1|
C|20147018975|2014-0477|3|0|0|0|07700|2|2|3282014|1548|6|1|31860|Green|77|40.92915|81.43812||LAUBY RD|RD|0.0|||GREENSBURG||1|3|1|1|1|9.0|2|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0||1|N|||0||0|0|1|RD
C|20147019075|03115|3|0|0|0|CLP00|2|2|3052014|1705|4|1|16000|Cleveland|18|41.452091|81.75926|W|105TH|ST|0.0|||003681||3|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|
C|20147019174|2014-6686|2|0|0|1|04704|2|2|3272014|2|5|1|25256|Elyria|47|41.366923|82.08870999999998|E|BROAD|ST|0.0|||PROSPECT||1|2|1|1|1|9.0|3|1|4||1|0|0|0|0.0|2|1|0|0|3|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||1|0|1|ST
C|20147019274|2014191|3|0|0|1|04806|2|2|3232014|1224|1|3|76025|Sylvania (Township of)|48|41.674181|83.70931999999998||PERCENTJOY|RD|100.0|N|W|CENTRAL||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||1|0|1|AV
C|20147019373|140101257|2|0|0|1|05600|2|1|1222014|1500|4|3|296|Adams (Township of)|56|39.7482|80.99383||||0.0||||TR|1|2|1|1|1|9.0|8|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0||2||78|SR|0|1018|1|0|1|
C|20147019473|1407360|3|0|0|0|07501|1|98|4012014|440|3|1|72424|Sidney|75|40.285011|84.13117|E|COURT|ST|0.0|||001579||3|1|1|1|1|9.0|1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0||2||||0||0|0|1|
C|20147019573|AC02140043|3|0|0|1|06500|1|98|2132014|1937|5|3|37982|Jackson (Township of)|65|39.649476|83.06441||LONDON|RD|25.0|N||019779||3|1|1|1|1|9.0|1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0||2||||2||0|0|1|
C|20147019673|PR1409711|3|0|0|0|01842|2|1|4022014|1713|4|1|61000|Parma|18|41.410542|81.75168000000002|W|MORELAND|RD|0.0|||009650||3|1|1|1|1|9.0|7|2|1||1|0|0|0|0.0|1|2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1||2||||0||1|0|1|
C|20147019773|14-1184|3|0|0|0|03100|1|1|4042014|258|6|3|84938|Whitewater (Township of)|31|39.211274|84.72081999999997||||0.0|||0007.0||2|1|1|1|6|9.0|1|4|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|W|74|IR|0||0|0|1|MP
C|20147019872|1403033|3|0|0|1|04002|1|98|3232014|747|1|1|82712|Wellston|40|39.112447|82.54375|W|13TH|ST|250.0|W||DRIVING PARK||1|1|1|1|1|9.0|1|1|2||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0||2||||2||0|0|1|RD
C|20146062059|2014000001540|2|0|0|1|04601|1|1|6132014|55|6|1|5130|Bellefontaine|46|40.363273|83.72582|||RD|0.0|||TR 179|TR|1|1|2|3|1||1|2|4||1|0|0|0||2|2|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||0055|TR|0|0179|0|0|0|RD
C|20144007464|14-01791|3|0|0|1|07624|2|2|1212014|1130|3|3|38094|Jackson (Township of)|76|40.85863300000001|81.43258||DRESSLER|RD|0.0|||EVERHARD||1|2|1|1|1|9.0|7|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1||2||||0||1|0|1|RD
C|20144007515|1402023|3|0|0|1|04002|2|1|2102014|1538|2|1|82712|Wellston|40|39.128002|82.5325|N|PENNSYLVANIA|AV|0.0||E|E||1|2|1|1|2|9.0|6|1|1||1|0|0|0|0.0|1|4|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||1|S|93|SR|0||1|0|1|ST
C|20144007582|14-1024|3|0|0|1|07902|2|1|2112014|1452|3|1|22456|Dover|79|40.528077|81.48101|E|SLINGLUFF|AV|100.0|E|N|WOOSTER||1|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|AV
C|20144007629|201401398|3|0|0|0|04807|2|2|2112014|1500|3|1|77000|Toledo|48|41.662882|83.62080999999998||BANCROFT|RD|25.0|W||DENSMORE||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|DR
C|20146062296|41-0477-34|3|0|0|1|OHP41|2|1|6092014|300|2|3|31766|Green (Township of)|34|40.304485|80.9689||||0.3|W||20||2|1|1|1|1||8|1|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||22|US|1||0|0|1|MP
C|20147019971|140328012409|3|0|0|1|08300|2|1|3282014|1515|6|3|21238|Deerfield (Township of)|83|39.307735|84.31414000000002||MASON-MONTGOMERY|RD|0.0|||DEERFIELD||1|10|4|1|1|9.0|6|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||1|0|1|BL
C|20147020070|1404876|3|0|0|0|01804|1|1|3302014|953|1|1|4878|Bedford|18|41.424121|81.5238||||500.0|S||MILES||1|7|2|3|2|9.0|1|1|1||1|0|0|0|0.0|1|3|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||1|N|480|IR|2||0|0|1|RD
C|20147020170|14-08384|3|0|0|1|07624|2|2|4032014|1743|5|3|38094|Jackson (Township of)|76|40.851283|81.44433000000002||FRANK|AV|0.0|||004800||3|1|1|1|2|9.0|6|4|3||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||0||0|0|1|
C|20146062428|02-0435-02|3|0|0|1|OHP02|2|2|6092014|1315|2|3|4206|Bath (Township of)|2|40.748925|84.07547||||0.3|S||127||2|1|1|1|1||2|1|1||1|1|4|4|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||1|N|75|IR|1||0|0|1|MP
C|20146062528|79-0717-79|3|0|0|1|OHP79|2|2|6102014|1618|3|3|31066|Goshen (Township of)|79|40.458814|81.40935999999998||||0.3|W||17||2|1|1|1|1||2|2|1||1|1|1|4|1.0|2|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||1|W|250|US|1||0|0|1|MP
C|20146062628|20-0464-86|3|0|0|1|OHP20|1|98|6132014|700|6|3|13008|Center (Township of)|86|41.485469|84.69135||||0.1|N||County Road E||1|1|1|1|1||1|1|2||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0||2||7|CR|1||0|0|1|RD
C|20146062728|32-0296-32|3|0|0|1|OHP32|2|2|6132014|734|6|3|58632|Orange (Township of)|32|40.892455|83.86685||||0.0||||SR|1|8|1|4|1||2|1|1||1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||75|IR|0|103|1|0|1|
C|20146062828|87-0443-87|2|0|0|1|OHP87|2|2|6122014|1400|5|1|68686|Rossford|87|41.586784|83.56195||Buck Road|RD|150.0|E|||IR|1|1|1|2|1||2|1|1||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0||2||||2|75|1|0|1|
C|20144007711|14-000973|3|0|0|1|02001|2|2|2102014|1025|2|1|21308|Defiance|20|41.281954|84.35928||RIVERSIDE|AV|70.0|S||HOPKINS||1|10|1|1|3|4.0|6|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||0|0|1|ST
C|20144007790|1400609|3|0|0|0|01817|2|2|2122014|2215|4|1|23380|East Cleveland|18|41.544663|81.57531999999998||1266 EAST 152ND|ST|100.0|S||WOODWORTH||3|1|1|1|2|3.0|7|1|4||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|S|||2||0|0|1|
C|20146063023|145004768|2|0|0|0|CIP00|2|1|6142014|2245|7|1|15000|Cincinnati|31|39.13072800000001|84.53139||Central Pkwy|PK|0.0|||2720||3|1|1|1|1||3|1|4||1|0|0|0|0.0|2|5|0|0|2|0|0|0|0|0|0|0|0|1|0|0|0|5|2||||0||0|0|1|
C|20146063086|52-0838-52|3|0|0|1|OHP52|1|98|6122014|620|5|3|83426|Westfield (Township of)|52|41.012194|81.92795||||0.1|E|||TR|1|1|1|2|1||1|1|2||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||2||46|CR|1|57|0|0|1|
C|20144007901|1404149|3|0|0|0|04312|3|1|2122014|911|4|1|85484|Willoughby|43|41.638185|81.40871||CLARK|AV|100.0|N||SHARPE||1|1|1|1|1|9.0|7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||2||0|0|1|AV
C|20144007949|20143224|2|0|0|0|07703|2|2|2122014|1631|4|1|19778|Cuyahoga Falls|77|41.13934|81.50972||PHELPS|AV|0.0|S||23RD||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|ST
C|20146063251|60-0469-60|2|0|0|1|OHP60|1|1|6082014|1235|1|3|78498|Union (Township of)|60|39.978461|81.75193||||0.3|W||169||2|1|2|1|2||1|4|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0||1|E|70|IR|1||0|0|1|MP
C|20144007989|02172|3|0|0|0|CLP00|3|1|2132014|2030|5|1|16000|Cleveland|18|41.498897|81.67515999999998||CARNEGIE|AV|0.0|W||CEDAR||1|3|1|3|1|9.0|2|2|1||1|0|0|0|0.0|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||1|0|1|AV
C|20144008055|140637|3|0|0|1|06600|1|98|2132014|2115|5|3|61434|Pee Pee (Township of)|66|39.143799|82.97748||||999.0|S||000014||2|1|1|2|1|9.0|1|2|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||1|S|23|US|2||0|0|1|MP
C|20146063444|145004717|3|0|0|0|CIP00|2|1|6132014|1603|6|1|15000|Cincinnati|31|39.13031|84.4289||Delta|AV|0.0|||1029||3|1|1|4|1||7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2||||0||0|0|1|
C|20146063474|145004726|3|0|0|0|CIP00|2|1|6132014|1815|6|1|15000|Cincinnati|31|39.060153|84.4241||||0.0|||73||2|1|1|4|1||7|1|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|2|1|E|275|IR|0||0|0|1|MP
C|20146063519|145004837|3|0|2|0|CIP00|2|1|6162014|1827|2|1|15000|Cincinnati|31|39.127286|84.60523||Glenway|AV|0.0|||5351||3|2|1|2|1||7|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2||||0||1|0|1|
C|20146063571|14WHI-13848-AC|3|0|0|0|02511|2|1|6172014|1104|3|1|84742|Whitehall|25|39.976601|82.87391|N|HAMILTON|RD|0.0||E|28||3|1|1|1|1||6|2|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|0|
C|20146063617|98-0059-25|3|1|0|1|OHP98|2|2|6162014|1411|2|1|18000|Columbus|25|39.955556|83.053611||1970 West Broad|ST|40.0|N|||US|3|1|1|1|1||6|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|ODPS PARKING LOT|2||||3|40|1|0|1|
C|20146063717|13-1234-13|3|0|0|1|OHP13|2|1|6162014|1750|2|3|78288|Union (Township of)|13|39.072901|84.29505999999998||||0.5|S||65||2|1|1|1|1||2|1|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0||1|S|275|IR|1||1|0|1|MP
C|20147020267|14039703|3|0|1|1|00902|2|1|4082014|1540|3|1|33012|Hamilton|9|39.357017|84.55351999999998||VAN HOOK|AV|20.0|S||FOSTER||1|1|1|1|1|9.0|7|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||1|0|1|AV
C|20147020366|14-027|2|0|0|1|00807|2|2|4072014|1527|2|2|52906|Mount Orab (RR name Mount Oreb)|8|39.051527|83.96335||||0.0|||BODMAN||1|1|1|1|2|9.0|2|4|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||1|E|32|SR|0||0|0|1|RD
C|20147020466|140016270|2|0|0|0|01202|2|1|4142014|1031|2|1|74118|Springfield|12|39.8948|83.81147|E|LEFFEL|LA|15.0|E|S|LIMESTONE||1|1|1|1|2|9.0|5|4|1||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0||2||||2||1|0|1|ST
C|20147020565|143695|3|0|0|1|06713|1|1|4152014|1554|3|3|8840|Brimfield (Township of)|67|41.098288|81.31718000000002||SANDYLAKE RD|RD|0.0|||000989||3|1|2|3|2|9.0|1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||2||||0||0|0|1|
C|20147020664|2014712|3|0|0|0|03104|2|1|4162014|1141|4|1|7300|Blue Ash|31|39.265563|84.37361999999997||KENWOOD|RD|0.0|||011085||3|10|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||0|0|1|
C|20147020764|20146720|3|0|0|0|07703|2|2|4012014|1800|3|1|19778|Cuyahoga Falls|77|41.15162700000001|81.48649||VICTOR|AV|180.0|W||ELMWOOD||1|1|1|1|1|9.0|5|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||||2||0|0|1|ST
C|20147020863|1403740|3|0|2|1|01828|2|2|3022014|1204|1|1|47306|Maple Heights|18|41.423892|81.58079000000002||IR 480|HW|300.0|E||BROADWAY AVE||1|1|1|3|3|2.0|2|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||1|E|480|IR|2||0|0|1|RD
C|20147020963|2014-00006602|3|0|0|0|02911|2|1|3292014|1311|7|1|4720|Beavercreek|29|39.755874|84.06428000000002||KEMP|RD|0.0|||TURNBULL||1|2|1|2|2|9.0|6|4|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||1|0|1|RD
C|20147021063|14-016473|3|0|0|1|07828|1|1|2072014|1925|6|3|77686|Trumbull (Township of)|4|41.250721|80.63628||SODOM HUTCHINGS|RD|0.0|||001186||3|1|4|1|4|3.0|1|1|5|6.0|1|0|0|0|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||0|0|1|
C|20147021162|2014-16139|3|0|0|1|05705|2|1|4082014|1250|3|1|40040|Kettering|57|39.72107000000001|84.19722|S|DIXIE|DR|0.0|||SACRAMENTO||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|N|||0||1|0|1|AV
C|20144008352|01227|2|0|0|0|CLP00|2|99|1242014|1140|6|1|16000|Cleveland|18|41.447226|81.63886||CLASSEN|AV|0.0||E|000071||1|4|1|1|3|4.0|9|2|1||1|0|0|0|0.0|1|2|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1||2||||0||0|0|1|ST
C|20144008410|201400481|3|0|0|1|01850|2|2|2142014|743|6|1|73264|South Euclid (Bluestone)|18|41.538851|81.53576||PRINCETON|BL|0.0||S|BELVOIR||1|1|1|2|3|4.0|2|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||1|0|1|BL
C|20146063891|201401600|3|0|0|0|04702|2|1|6162014|1650|2|1|3352|Avon|47|41.467305|82.01963||CHESTER|RD|100.0|W||CENTER|SR|1|10|1|2|1||6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|CHESTER ROAD|2||||2|83|0|0|1|RD
C|20144008547|14-1117|3|0|0|1|07902|1|1|2152014|18|7|1|22456|Dover|79|40.554837|81.49664||DEEDS|DR|0.0||N|WOOSTER||1|3|2|1|3|9.0|1|6|4||1|0|0|0|0.0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|AV
C|20146063974|04-0682-04|2|0|0|1|OHP04|1|1|6152014|2305|1|3|70646|Saybrook (Township of)|4|41.83165|80.8865||||0.7|N|||US|1|1|4|1|1||1|1|5||1|0|0|0|0.0|2|2|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|NINEVAH  ROAD|2||223|TR|1|20|0|0|1|
C|20144008675|02327|3|0|0|0|CLP00|2|2|2162014|158|1|1|16000|Cleveland|18|41.459209|81.78472|W|135TH|ST|20.0|N||003431||3|1|1|1|3|9.0|7|1|4||1|0|0|0|0.0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|
C|20146064100|140507103|2|0|0|0|COP00|2|2|6182014|1940|4|1|18000|Columbus|25|40.057613|82.90371999999998||Morse|RD|20.0|N|||IR|1|2|1|1|2||6|4|4||1|0|0|0|0.0|2|5|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|zone 1/ 61 C.D.|2||||2|270|1|0|1|
C|20146064200|83-0689-83|2|0|0|1|OHP83|1|1|6102014|2153|3|3|21238|Deerfield (Township of)|83|39.352165|84.35382||||0.1|E|||CR|1|1|1|1|1||1|2|4||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|TYLERSVILLE ROAD|1|E|57|CR|1|2|0|0|1|
C|20146064253|59-0811-42|3|0|0|1|OHP59|1|98|6172014|2150|3|3|15504|Clay (Township of)|42|40.261195|82.34579000000002||||0.5|S||3||2|1|1|4|1||1|1|5||1|0|0|0|0.0|2|2|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0||2||586|SR|1||0|0|1|MP
C|20144008786|TRC14-0150|3|0|0|1|02400|1|1|2172014|1127|2|3|38598|Jefferson (Township of)|24|39.703084|83.61215||||0.0|||MOON EVANS||1|2|2|1|3|4.0|1|6|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||2||41|SR|0||0|0|1|RD
C|20146064374|140508785|3|0|0|0|COP00|2|2|6192014|1040|5|1|18000|Columbus|25|39.968818|82.96169|N|Taylor|AV|10.0|S|E|long||1|2|1|1|1||7|2|1||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|ST
C|20146064459|29-0557-29|3|0|0|1|OHP29|2|2|6142014|1818|7|3|4220|Bath (Township of)|29|39.79131|83.95329||Dayton Yellow Springs|RD|0.0|||St. Andrews||1|3|1|1|1||6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1||2||||0||1|0|1|DR
C|20146064559|13-1216-31|2|0|0|0|OHP13|1|1|6152014|2339|1|3|1980|Anderson (Township of)|31|39.026004|84.32033||||0.1|E||40||2|1|3|1|1||1|1|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||1|E|52|US|1||0|0|1|MP
C|20144008827|1-14-186|3|0|0|0|05013|2|2|2172014|1206|2|3|4668|Beaver (Township of)|50|40.987916|80.63849|E|WESTERN RESERVE|RD|0.0|||SOUTHWESTERN RUN||1|3|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1||2||32|CR|0||1|0|1|RD
C|20146064717|T14003648|3|0|0|0|07701|2|2|6192014|1735|5|1|1000|Akron|77|41.0881|81.46708000000002||Brittain|RD|0.0|||Tioga||1|3|1|1|1||2|1|1||1|0|0|0||2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||0|0|0|AV
C|20146064801|48-0957-48|3|0|0|1|OHP48|2|2|6182014|1648|4|3|64836|Providence (Township of)|48|41.429073|83.84433||Yawberg|RD|32.0|W||S River||1|1|1|1|1||6|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|RD
C|20144008953|1400082|3|0|0|0|01000|2|1|2182014|700|3|3|12896|Center (Township of)|10|40.57209|81.07847||SALINEVILLE RD|RD|0.1|E||STEUBENVILLE RD|SR|1|4|1|2|3|9.0|6|6|5||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||39|SR|1|43|1|0|1|RD
C|20144009014|14-3515|3|0|1|0|07608|2|2|2182014|2025|3|1|48244|Massillon|76|40.791378|81.56392||29TH|ST|20.0|N||BELMERE||1|1|1|1|2|9.0|5|1|4||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|RD
C|20144009074|1402452|3|0|0|0|07604|2|1|2192014|1713|4|1|12000|Canton|76|40.818451|81.35512||19TH NE|ST|2.0|N||001618||3|1|1|1|2|9.0|7|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||2||||2||0|0|1|
C|20146064949|140513238|2|0|2|0|COP00|2|1|6202014|1604|6|1|18000|Columbus|25|39.957747|82.96675|E|Main|ST|10.0|E||Wilson||1|2|1|1|2||9|4|1||1|0|0|0|0.0|2|4|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|5/120|2||||2||1|0|1|AV
C|20146065050|140503272|2|0|0|0|COP00|2|2|6172014|1808|3|1|18000|Columbus|25|39.991453|82.95005||Brentnell|AV|100.0|S||Woodward||1|1|1|1|1||2|1|1||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0||2||||3||0|0|1|AV
C|20147021261|2014-00018038|3|0|0|1|02901|2|2|5132014|947|3|1|25914|Fairborn|29|39.779321|84.05315||COL GLENN|HW|20.0|E|N|FAIRFIELD||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|6|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0||2||||2||1|0|1|RD
C|20147021361|201403133|2|0|1|0|04807|2|1|4122014|2316|7|1|77000|Toledo|48|41.717472|83.55999||COELI|DR|0.0|||000640||3|1|1|1|1|9.0|6|1|4||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|0|0|1|0|0||2||||0||0|0|1|
C|20147021461|14-6300|3|0|0|0|07608|2|2|4012014|1523|3|1|48244|Massillon|76|40.795713|81.5573||LINCOLN|WA|10.0|S||27TH ST NW||1|2|1|2|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||172|US|2||1|0|1|ST
C|20147021562|114000521|2|0|0|1|00211|2|1|5122014|1649|2|3|71955|Shawnee (Township of)|2|40.686682|84.12854|W|BREESE|RD|0.0||S|DIXIE||1|2|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|2|0|0|2|0|0|0|0|0|0|0|0|1|1|0|0||2||||0||1|0|1|HW
C|20147021662|01116|3|0|2|0|CLP00|1|99|1252014|2117|7|1|16000|Cleveland|18|41.43237|81.68164||||500.0|S||SPRING||1|1|9|1|3|7.0|9|6|6||1|0|0|0|0.0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||1|S|176|IR|2||0|0|1|RD
C|20147021762|140415014950|2|0|0|1|08300|1|1|4152014|726|3|3|77868|Turtle Creek (Township of)|83|39.41115300000001|84.3225||HAMILTON|RD|50.0|E||NICKEL||1|1|2|2|2|9.0|1|2|5||1|0|0|0|0.0|2|2|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0||2||||2||0|0|1|RD
C|20147021862|201403382|3|0|0|0|04807|2|2|4232014|1630|4|1|77000|Toledo|48|41.654722|83.5645||LAWRENCE|AV|75.0|N||FERNWOOD||1|1|1|1|1|9.0|6|1|1||1|0|0|0|0.0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|AV
C|20147021962|2014-4847|3|0|0|1|08703|2|2|4112014|1741|6|1|62148|Perrysburg|87|41.550362|83.60777|E|SOUTH BOUNDARY|ST|100.0|E||PROFESSIONAL||1|1|1|1|1|9.0|2|1|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|DR
C|20147022062|201403315|3|0|2|0|04807|1|99|4192014|2216|7|1|77000|Toledo|48|41.677837|83.58395|W|CENTRAL|AV|0.0|||JACKMAN||1|2|9|1|1|9.0|9|1|4||1|0|1|4|0.0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||0||0|0|1|RD
C|20147022162|42359|3|0|0|1|00902|2|1|4152014|1303|3|1|33012|Hamilton|9|39.40962800000001|84.5769||MAIN|ST|50.0|E||EDGEWOOD||1|1|1|1|1|9.0|1|2|1||1|0|0|0|0.0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||2||||2||0|0|1|AV
